"listing__rating-model","item","item 2","item 3","item 4","ellipsize","listing__excerpt","listing__price"
"Toyota Corolla Altis","105 - 110K KM","Automatic","DKI Jakarta","Dealer","2010 Toyota Corolla Altis 1.8 G Sedan - 2011","DI JUAL CASH & KREDIT Toyota Altis G 1.8 Automatic + TH Nik : 2010 + Warna : Hitam + Km : ...","Rp 108.000.000"
"Toyota Kijang Innova","100 - 105K KM","Automatic","DKI Jakarta","Dealer","2014 Toyota Kijang Innova 2.0 G Lux MPV - , Inova","Di Jual Cash & Kredit TOYOTA KIJANG INNOVA G 2.0 LUXURY AT GOOD CONDITION + TH Nik : 2014 ...","Rp 154.000.000"
"BMW X1","20 - 25K KM","Automatic","DKI Jakarta","Dealer","2021 BMW X1 1.5 sDrive18i xLine SUV - 2022 Km Low","Di Jual. BMW X1 F48 xLine Panoramic 1.8 AT TH Nik. 2021 Km. 20.xxx Ribu Full Record Pajak ...","Rp 380.000.000"
"Suzuki Grand Vitara","10 - 15K KM","Automatic","DKI Jakarta","Dealer","2024 Suzuki Grand Vitara 1.5 GX SUV - Hybrid","DI JUAL GOOD CONDITION ( KM LOW 15 RIBU ) FULL ORI + SUZUKI GRAND VITARA HYBRID 1.5 AT ...","Rp 288.000.000"
"Mercedes-Benz C200","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2025 Mercedes-Benz C200 1.5 Avantgarde Line Sedan - NIK 20...","[ B GENAP JAA ] Mercedes Benz Mercy C 200 C200 Avantgarde Line W206 AT Putih 2025 NIK ...","Rp 725.000.000"
"Toyota Avanza","5 - 10K KM","Automatic","DKI Jakarta","Dealer","2025 Toyota Avanza 1.5 G MPV - Km 7Rb Veloz Q Tss 2026","DI JUAL Good Condition KM ANTIK.!! 7000 RB PERAK + TOYOTA AVANZA VELOZ 1500CC AT + TH Nik ...","Rp 215.000.000"
"","20 - 25K KM","Automatic","DKI Jakarta","Dealer","2023 Toyota Yaris Cross 1.5 S HV (2 Tone) w GR Parts Aero ...","Di jual cash dan kredit Toyota Yaris Cross GR Hybrid Warna Putih Thn 2023 Km 3 ribu Pajak ...",""
"","55 - 60K KM","Automatic","DKI Jakarta","Dealer","2021 Hyundai Palisade 2.2 Signature SUV - Diesel Low Km 57...","[ B GENAP JFF ] Hyundai Palisade Signature Diesel AT Panoramic Sunroof Biru NIK 2021, ...","Rp 455.000.000"
"Honda Brio","20 - 25K KM","Automatic","DKI Jakarta","Dealer","2023 Honda Brio 1.2 RS Hatchback","Di Jual Cash & Kredit Honda Brio RS 1.2 AT Facelift GOOD CONDITION + TH Nik : 2023 All ...","Rp 175.000.000"
"Honda Freed","90 - 95K KM","Automatic","DKI Jakarta","Dealer","2014 Honda Freed 1.5 S MPV - tipe SD","DI JUAL CASH & KREDIT Honda Freed SD 1.5 Automatic Good Condition + TH Nik : 2014 + Warna ...","Rp 124.000.000"
"Toyota Kijang Innova","100 - 105K KM","Automatic","DKI Jakarta","Dealer","2019 Toyota Kijang Innova 2.4 G MPV - , inova G, Disel, in...","Di Jual Cash & Kredit Toyota Kijang Innova G 2.4 Diesel AT GOOD CONDITION + TH Nik : 2019 ...","Rp 280.000.000"
"BMW X1","45 - 50K KM","Automatic","DKI Jakarta","Dealer","2019 BMW X1 1.5 sDrive18i xLine SUV - Antik Low Km Garansi...","[ B GENAP NZF ] BMW X1 X 1 sDrive 1.8i XLine F48 Panoramic AT Putih NIK 2019, PAJAK BULAN ...","Rp 330.000.000"
"","90 - 95K KM","Automatic","DKI Jakarta","Dealer","2022 Hyundai Stargazer 1.5 Trend MPV","°ＣＡＲＳＯＭＥ ＣＥＲＴＩＦＩＥＤ° 𝐁𝐎𝐎𝐊 𝐍𝐎𝐖, Sebelum Kehabisan...!!! ℙ𝕦𝕤𝕒𝕥 𝕁𝕦𝕒𝕝 𝔹𝕖𝕝𝕚 𝔹𝕖𝕣𝕜𝕦𝕒𝕝𝕚𝕥𝕒𝕤 𝗛𝗮𝗿𝗴𝗮 ...",""
"","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2016 Porsche 911 4.0 GT3 RS Coupe","Porsche 911 GT3 RS (991.1) Price on Ask Year : 2016 Exterior : Carrara White Interior : ...","Rp 6.950.000.000"
"Toyota Vellfire","60 - 65K KM","Automatic","DKI Jakarta","Dealer","2021 Toyota Vellfire 2.5 G MPV","TOYOTA VELLFIRE 2.5 G AT TAHUN NIK 2021 AUTOMATIC 2.5 CC BENSIN KM 62.XXX ASLI RECORD AC ...","Rp 700.000.000"
"Mitsubishi Pajero Sport","95 - 100K KM","Automatic","Banten","Dealer","2015 Mitsubishi Pajero Sport 2.5 Dakar 4X2 SUV - TDP15jt A...","(Tdp15jtan) Mitsubishi Pajero Sport Dakar at 2015 GARANSI* 1 tahun : 1. Komponen Mesin 2. ...","Rp 239.000.000"
"","60 - 65K KM","Automatic","Jawa Barat","Sales Agent","2022 Toyota Kijang Innova Zenix 2.0 V (Premium Color) MPV ...","Toyota Kijang Innova Zenix 2,0 AT 2022 Harga OTR Cash Rp. 360,000,000 Harga OTR Kredit ...","Rp 351.000.000"
"Mercedes-Benz C200","15 - 20K KM","Automatic","DKI Jakarta","Dealer","2019 Mercedes-Benz C200 1.5 EQ Boost Avantgarde Line Sedan...","𝘼𝙫𝙖𝙞𝙡𝙖𝙗𝙡𝙚• Mercedes Benz C200 EQ Boost 2019 (W205) • Black on Black (Super Favorite ...","Rp 385.000.000"
"BMW X1","30 - 35K KM","Automatic","DKI Jakarta","Dealer","2018 BMW X1 1.5 sDrive18i xLine SUV","𝘼𝙫𝙖𝙞𝙡𝙖𝙗𝙡𝙚• BMW X1 F48 XLine 2018 Panoramic • Tipe Tertinggi Favorite Colour Black On ...","Rp 285.000.000"
"Toyota Alphard","40 - 45K KM","Automatic","DKI Jakarta","Dealer","2018 Toyota Alphard 2.5 G MPV","Toyota Alphard 2.5 G ATPM 2018 Odo 40rb Black on Beige 2.5L Dual VVTi Engine CVT AT ...",""
"BMW 330i","20 - 25K KM","Automatic","DKI Jakarta","Dealer","2019 BMW 330i 2.0 Sport Shadow Edition Sedan","𝘼𝙫𝙖𝙞𝙡𝙖𝙗𝙡𝙚• BMW 330i Sport Shadow LCI 2020 (F30) • Plat Ganjil Perakitan 2019 & Faktur ...","Rp 419.000.000"
"","10 - 15K KM","Automatic","DKI Jakarta","Dealer","2021 Mercedes-Benz AMG A35 2.0 4MATIC Sedan","𝘼𝙫𝙖𝙞𝙡𝙖𝙗𝙡𝙚• Mercedes Benz A35 2.0 AMG 4MATIC Sedan 2021 • Plat Genap Red On Black ...","Rp 599.000.000"
"Mitsubishi Xpander","100 - 105K KM","Automatic","Jawa Barat","Sales Agent","2017 Mitsubishi Xpander 1.5 Ultimate MPV - DP Ringan atau ...","Mitsubishi Xpander Ultimate 1,5 AT 2017 Harga OTR Cash Rp.188,000,000 Harga OTR Kredit Rp ...","Rp 183.000.000"
"Toyota Yaris","25 - 30K KM","Automatic","DKI Jakarta","Dealer","2021 Toyota Yaris 1.5 TRD Sportivo 7 AB Hatchback","Harga Diatas Harga Kredit Merk : Toyota Yaris Tipe : S TRD ( Automatic Transmision) Mesin ...","Rp 210.000.000"
"BMW X1","50 - 55K KM","Automatic","Banten","Dealer","2021 BMW X1 1.5 sDrive18i SUV","Dijual cepat BMW X1 sdrive 1.8L Panoramic roof Tgn dr baru Service record Km 51rb Pajak ...",""
"","55 - 60K KM","Automatic","Jawa Barat","Sales Agent","2023 Honda WR-V 1.5 RS SUV - PROMO LASTCALL","BISMILLAH !! °ＣＡＲＳＯＭＥ ＣＥＲＴＩＦＩＥＤ° 𝐁𝐎𝐎𝐊 𝐍𝐎𝐖, Sebelum Kehabisan...!!! ℙ𝕦𝕤𝕒𝕥 𝕁𝕦𝕒𝕝 𝔹𝕖𝕝𝕚 ...","Rp 225.000.009"
"Daihatsu Sigra","20 - 25K KM","Automatic","DKI Jakarta","Sales Agent","2023 Daihatsu Sigra 1.2 R MPV","2023 Daihatsu SIGRA R DLX 1.2 AT Cash & kredit ✅Automatic ✅an Perusahaan ✅Km 21.456 on ...","Rp 145.000.000"
"Daihatsu Sigra","45 - 50K KM","Automatic","Jawa Barat","Sales Agent","2018 Daihatsu Sigra 1.2 R MPV","2018 Daihatsu SIGRA R DLX 1.2 AT Cash & kredit ✅Automatic ✅an Perorangan ✅Km 48.291 on ...","Rp 120.000.000"
"Mercedes-Benz E300","15 - 20K KM","Automatic","DKI Jakarta","Dealer","2013 Mercedes-Benz E300 3.0 Avantgarde AMG Sedan - Km25.00...","MERCEDES BENZ E300 AVANTGARDE AMG 2013 BLACK ON SADDLE BROWN Km.25.000 Antik!!, Stnk ...",""
"Suzuki XL7","80 - 85K KM","Automatic","DKI Jakarta","Dealer","2022 Suzuki XL7 1.5 Alpha SUV","°ＣＡＲＳＯＭＥ ＣＥＲＴＩＦＩＥＤ° 𝐁𝐎𝐎𝐊 𝐍𝐎𝐖, Sebelum Kehabisan...!!! ℙ𝕦𝕤𝕒𝕥 𝕁𝕦𝕒𝕝 𝔹𝕖𝕝𝕚 𝔹𝕖𝕣𝕜𝕦𝕒𝕝𝕚𝕥𝕒𝕤 𝗛𝗮𝗿𝗴𝗮 ...",""
"Suzuki Ertiga","60 - 65K KM","Automatic","DKI Jakarta","Dealer","2014 Suzuki Ertiga 1.4 GX MPV","°ＣＡＲＳＯＭＥ ＣＥＲＴＩＦＩＥＤ° 𝐁𝐎𝐎𝐊 𝐍𝐎𝐖, Sebelum Kehabisan...!!! ℙ𝕦𝕤𝕒𝕥 𝕁𝕦𝕒𝕝 𝔹𝕖𝕝𝕚 𝔹𝕖𝕣𝕜𝕦𝕒𝕝𝕚𝕥𝕒𝕤 𝗛𝗮𝗿𝗴𝗮 ...",""
"Toyota Rush","100 - 105K KM","Automatic","Jawa Barat","Dealer","2017 Toyota Rush 1.5 TRD Sportivo SUV","°ＣＡＲＳＯＭＥ ＣＥＲＴＩＦＩＥＤ° 𝐁𝐎𝐎𝐊 𝐍𝐎𝐖, Sebelum Kehabisan...!!! ℙ𝕦𝕤𝕒𝕥 𝕁𝕦𝕒𝕝 𝔹𝕖𝕝𝕚 𝔹𝕖𝕣𝕜𝕦𝕒𝕝𝕚𝕥𝕒𝕤 𝗛𝗮𝗿𝗴𝗮 ...",""
"","30 - 35K KM","Automatic","DKI Jakarta","Dealer","2020 Mercedes-Benz C300 2.0 AMG Final Edition Sedan","Mercedes Benz C300 AMG Facelift Final Edition(W205) 2021 • White on Black (Super Favorite ...","Rp 525.000.000"
"Daihatsu Xenia","30 - 35K KM","Automatic","DKI Jakarta","Dealer","2024 Daihatsu Xenia 1.3 X MPV - DOKUMEN ASLI - SUDAH GANTI...","Garansi tahun : Mesin, Transmisi, AC, Rem, Electrical, Penggerak, Kemudi + Garansi Buy ...","Rp 197.000.000"
"Mitsubishi Xpander","75 - 80K KM","Automatic","DKI Jakarta","Dealer","2021 Mitsubishi Xpander 1.5 Ultimate MPV - GARANSI SELAMA ...","Garansi tahun : Mesin, Transmisi, AC, Rem, Electrical, Penggerak, Kemudi + Garansi Buy ...","Rp 206.000.000"
"Suzuki Ignis","30 - 35K KM","Automatic","DKI Jakarta","Dealer","2022 Suzuki Ignis 1.2 GX SUV - LOW KILOMETER (32RB) - SUDA...","Garansi tahun : Mesin, Transmisi, AC, Rem, Electrical, Penggerak, Kemudi + Garansi Buy ...","Rp 159.000.000"
"Honda HR-V","35 - 40K KM","Automatic","DKI Jakarta","Dealer","2019 Honda HR-V 1.5 S SUV - LOW KILOMETER - SUDAH GANTI OL...","Garansi tahun : Mesin, Transmisi, AC, Rem, Electrical, Penggerak, Kemudi + Garansi Buy ...","Rp 196.000.000"
"Honda Brio","15 - 20K KM","Automatic","DKI Jakarta","Dealer","2023 Honda Brio 1.2 Satya E Hatchback - LOW KILOMETER (15R...","Garansi tahun : Mesin, Transmisi, AC, Rem, Electrical, Penggerak, Kemudi + Garansi Buy ...","Rp 161.000.000"
"","50 - 55K KM","Automatic","DKI Jakarta","Dealer","2023 Toyota Veloz 1.5 Q (Premium Color) MPV - DOKUMEN ASLI...","Garansi tahun : Mesin, Transmisi, AC, Rem, Electrical, Penggerak, Kemudi + Garansi Buy ...","Rp 231.000.000"
"Honda HR-V","65 - 70K KM","Automatic","DKI Jakarta","Dealer","2021 Honda HR-V 1.5 E SUV - DOKUMEN ASLI - FREE TOWING - P...","Garansi tahun : Mesin, Transmisi, AC, Rem, Electrical, Penggerak, Kemudi + Garansi Buy ...","Rp 226.000.000"
"Suzuki Ertiga","40 - 45K KM","Manual","DKI Jakarta","Dealer","2022 Suzuki Ertiga 1.5 Hybrid SS MPV - GARANSI 211 PCS SPA...","Garansi tahun : Mesin, Transmisi, AC, Rem, Electrical, Penggerak, Kemudi + Garansi Buy ...","Rp 187.000.000"
"","35 - 40K KM","Automatic","DKI Jakarta","Dealer","2023 Hyundai Stargazer 1.5 Prime MPV - TDP18jt AT CVT METI...","Stargazer Prime Captain Seat 1.5 IVT 2023 Putih GARANSI* 1 tahun : 1. Komponen Mesin 2. ...","Rp 189.000.000"
"Honda CR-V","85 - 90K KM","Automatic","DKI Jakarta","Dealer","2021 Honda CR-V 1.5 Turbo Prestige SUV - DOKUMEN ASLI - GA...","Garansi tahun : Mesin, Transmisi, AC, Rem, Electrical, Penggerak, Kemudi + Garansi Buy ...","Rp 356.000.000"
"Toyota Kijang Innova","55 - 60K KM","Automatic","DKI Jakarta","Dealer","2019 Toyota Kijang Innova 2.0 G MPV - DOKUMEN ASLI - GARAN...","Garansi tahun : Mesin, Transmisi, AC, Rem, Electrical, Penggerak, Kemudi + Garansi Buy ...","Rp 242.000.000"
"","25 - 30K KM","Automatic","DKI Jakarta","Dealer","2024 Toyota Kijang Innova Zenix 2.0 V (Non Premium Color) ...","Garansi tahun : Mesin, Transmisi, AC, Rem, Electrical, Penggerak, Kemudi + Garansi Buy ...","Rp 372.000.000"
"Toyota Kijang Innova","60 - 65K KM","Automatic","DKI Jakarta","Dealer","2021 Toyota Kijang Innova 2.0 G MPV - FREE TOWING - GARANS...","Garansi tahun : Mesin, Transmisi, AC, Rem, Electrical, Penggerak, Kemudi + Garansi Buy ...","Rp 273.000.000"
"Honda City","80 - 85K KM","Automatic","DKI Jakarta","Sales Agent","2022 Honda City 1.5 RS Honda Sensing Hatchback - RS Sensin...","Honda City Hatchback RS Sensing 1,5 AT 2022 Harga OTR Cash Rp.238,000,000 Harga OTR ...","Rp 232.000.000"
"Toyota Avanza","100 - 105K KM","Automatic","Jawa Barat","Dealer","2014 Toyota Avanza 1.3 E MPV","SHOWROOM “AUTODEAL” JUAL BELI MOBIL SECOND BERKUALITAS TOYOTA AVAZA E 1.3 AT 2014 Km.100 ...","Rp 102.000.000"
"","15 - 20K KM","Automatic","DKI Jakarta","Dealer","2012 Mitsubishi Lancer 2.0 Evolution X Sedan","Mitsubishi Lancer Evolution X 2.0 AT 2012 FQ330 Last Edition Price : 875 jt Nik : 2012 ...","Rp 875.000.000"
"Lexus NX 200T","85 - 90K KM","Automatic","DKI Jakarta","Dealer","2015 Lexus NX 200T 2.0 Luxury SUV","Toyota Lexus A/T NIK 2015 Warna Hitam Odo 85rb Tahun 2015 Pajak 8/2025 Nopol Ganjil Harga ...","Rp 295.000.000"
"Toyota Voxy","85 - 90K KM","Automatic","Banten","Sales Agent","2021 Toyota Voxy 2.0 MPV","2021 Toyota VOXY 2.0 Cash & kredit ✅Automatic ✅perorangan ✅Km 84.621 on going ✅warna ...","Rp 316.000.000"
"BMW 218i","15 - 20K KM","Automatic","DKI Jakarta","Dealer","2022 BMW 218i 1.5 Gran Sport Coupe - Low Kilometer Antik G...","𝘼𝙫𝙖𝙞𝙡𝙖𝙗𝙡𝙚• BMW 218i Sport Line Gran Coupe 2022 • Plat B Ganjil Perakitan & Faktur 2022 ...","Rp 419.000.000"
"BMW X1","60 - 65K KM","Automatic","DKI Jakarta","Dealer","2022 BMW X1 1.5 sDrive18i Dynamic SUV - teririt Garansi Me...","𝘼𝙫𝙖𝙞𝙡𝙖𝙗𝙡𝙚• BMW X1 F48 Sport 2022 LCI Facelift • Favorite Colour Blue on Black Plat B ...","Rp 359.000.000"
"MINI Cooper","50 - 55K KM","Automatic","DKI Jakarta","Dealer","2018 MINI Cooper 1.5 3 Door Hatchback - Irit dan Garansi M...","𝘼𝙫𝙖𝙞𝙡𝙖𝙗𝙡𝙚• Mini Cooper 3 Doors Turbo F56 2019 • Plat Ganjil British Racing Green on Black ...","Rp 389.000.000"
"","20 - 25K KM","Automatic","DKI Jakarta","Dealer","2025 Chery Omoda J6 EV RWD SUV - 0.0","Showroom amanah & terpercaya Garansi mesin & transmisi 1tahun Harga yang tertera harga ...","Rp 410.000.000"
"Suzuki Ertiga","80 - 85K KM","Automatic","Banten","Sales Agent","2023 Suzuki Ertiga 1.5 Hybrid GX MPV - Matic, Mesin Halus,...","2023 Suzuki ERTIGA GX HYBRID 1.5 Kredit 210JT Cash 216JT Nego CXME000 Warna : Abu-abu ...",""
"Ford Ranger","5 - 10K KM","Automatic","DKI Jakarta","Dealer","2024 Ford Ranger 2.0 Wildtrak Pickup","Ranger Wildtrak 2024 KM 6.xxx Bulan 7 2.0L Turbo Diesel Engine 12 inch vertical ...","Rp 725.000.000"
"Toyota Voxy","85 - 90K KM","Automatic","Banten","Sales Agent","2020 Toyota Voxy 2.0 MPV","2020 Toyota VOXY 2.0 Cash & kredit - Automatic - km 86.869 - an perorangan - konci ...","Rp 300.000.000"
"Mitsubishi Pajero Sport","45 - 50K KM","Automatic","Jawa Barat","Dealer","2016 Mitsubishi Pajero Sport 2.4 Dakar 4X2 SUV - Km 50RB B...","PAJERO DAKAR AT 2016 KM 50RB [BARCODE SOLAR] OTR cash : 349 jt nego OTR khusus kredit : ...","Rp 336.000.000"
"","5 - 10K KM","Automatic","Jawa Barat","Dealer","2010 Peugeot 207 1.4 Hatchback - AT Km 10RB SIMPANAN","OTR cash : 106 jt nego OTR khusus kredit : 96 jt (*min tenor 3 & 4 thn) * Plat D ...","Rp 96.000.000"
"BMW 520i","40 - 45K KM","Automatic","Jawa Barat","Dealer","2018 BMW 520i 2.0 Luxury Sedan - Km RENDAH","OTR cash : 428 Jt nego OTR khusus credit : 399 Jt (*min tenor 3 & 4 thn) * Plat D ...","Rp 399.000.000"
"Subaru XV","80 - 85K KM","Automatic","Jawa Barat","Dealer","2013 Subaru XV 2.0 Sports SUV - AT Km RENDAH SILVER","OTR cash : 153 Jt nego OTR khusus credit : 139 Jt (*min tenor 3 & 4 thn) * Plat D ...","Rp 135.000.000"
"Chevrolet TRAX","55 - 60K KM","Automatic","Jawa Barat","Dealer","2017 Chevrolet TRAX 1.4 LTZ SUV - Km 60RB FACELIFT","OTR cash : 169 jt nego OTR khusus kredit : 159 jt (*min tenor 3 & 4 thn) * Plat D ...","Rp 159.000.000"
"Mazda 2","60 - 65K KM","Automatic","Jawa Barat","Dealer","2018 Mazda 2 1.5 GT Hatchback - Km 65RB PUTIH","Otr cash : 193 jt nego Otr khusus kredit : 179 jt (*min tenor 3 & 4 thn) * Plat D ...","Rp 179.000.000"
"Mitsubishi Outlander Sport","110 - 115K KM","Automatic","Jawa Barat","Dealer","2012 Mitsubishi Outlander Sport 2.0 PX SUV - KM RENDAH","OTR cash : 148 Jt nego OTR khusus credit : 136 Jt (*min tenor 3 & 4 thn) * Plat B ...","Rp 135.000.000"
"smart fortwo","45 - 50K KM","Automatic","Jawa Barat","Dealer","2011 smart fortwo 1.0 Passion Coupe - Km RENDAH PANORAMIC ...","OTR cash : 159 Jt nego OTR khusus credit : 148 Jt (*min tenor 3 & 4 thn) * Plat D ...","Rp 148.000.000"
"Hyundai H-1","95 - 100K KM","Automatic","Jawa Barat","Dealer","2018 Hyundai H-1 2.4 Royale New Next Generation MPV - BENS...","OTR cash : 305 jt nego OTR khusus kredit : 288 jt (*min tenor 3 & 4 thn) * Plat B ...","Rp 288.000.000"
"Toyota Fortuner","140 - 145K KM","Automatic","Jawa Barat","Dealer","2016 Toyota Fortuner 2.4 VRZ 4X2 SUV - PUTIH BARCODE","FORTUNER VRZ AT 2016 PUTIH [BARCODE SOLAR] OTR cash : 349 Jt nego OTR khusus credit : 335 ...","Rp 335.000.000"
"Mitsubishi Xpander","30 - 35K KM","Manual","Jawa Barat","Dealer","2022 Mitsubishi Xpander 1.5 GLS MPV - Km 35RB BLACK","OTR cash : 196 Jt nego OTR khusus credit : 186 Jt (*min tenor 3 & 4 thn) * Plat D ...","Rp 186.000.000"
"Nissan Serena","100 - 105K KM","Automatic","Jawa Barat","Dealer","2015 Nissan Serena 2.0 Panoramic Autech MPV - KM RENDAH   ...","SERENA HWS AUTECH AT 2015 PANORAMIC OTR cash : 168 jt nego OTR khusus kredit : 156 jt ...","Rp 156.000.000"
"Mercedes-Benz E230","100 - 105K KM","Automatic","Jawa Barat","Dealer","1997 Mercedes-Benz E230 2.3 Sedan - AT Km RENDAH PUTIH","* Plat D (Bandung) * Pajak on bln Nov 2026 * Warna asli putih sesuai faktur * Transmisi ...","Rp 78.500.000"
"Mercedes-Benz C200","70 - 75K KM","Automatic","Jawa Barat","Dealer","2016 Mercedes-Benz C200 2.0 Avantgarde Sedan - KM RENDAH B...","OTR cash : 369 Jt nego OTR khusus credit : 349 Jt (*min tenor 3 & 4 thn) * Plat D ...","Rp 349.000.000"
"KIA Sportage","110 - 115K KM","Automatic","Jawa Barat","Dealer","2015 KIA Sportage 2.0 Limited Edition (Diesel) SUV - GREY ...","KIA SPORTAGE EX DIESEL AT 2015 (RARE) OTR cash : 179 jt nego OTR khusus kredit : 165 jt ...","Rp 165.000.000"
"Toyota Alphard","175 - 180K KM","Automatic","Jawa Barat","Dealer","2010 Toyota Alphard 2.4 X MPV - BLACK","OTR cash : 175 Jt nego OTR khusus credit : 159 Jt (*min tenor 3 & 4 thn) * Plat B ...","Rp 159.000.000"
"Honda CR-V","60 - 65K KM","Automatic","Jawa Barat","Dealer","2018 Honda CR-V 1.5 Turbo Prestige SUV - Km 65RB BLACK","OTR cash : 343 Jt nego OTR khusus credit : 325 Jt (*min tenor 3 & 4 thn) * Plat D ...","Rp 325.000.000"
"Toyota Camry","110 - 115K KM","Automatic","Jawa Barat","Dealer","2016 Toyota Camry 2.5 V Sedan - BLACK","OTR cash : 218 jt nego OTR khusus kredit : 199 jt (*min tenor 3 & 4 thn) * Plat D ...","Rp 193.000.000"
"Nissan Serena","100 - 105K KM","Automatic","Jawa Barat","Dealer","2019 Nissan Serena 2.0 Highway Star MPV - Two Tone PUTIH  ...","OTR cash : 249 Jt nego OTR khusus credit : 233 Jt (*min tenor 3 & 4 thn) * Plat D ...","Rp 233.000.000"
"Mitsubishi Outlander Sport","50 - 55K KM","Automatic","Jawa Barat","Dealer","2018 Mitsubishi Outlander Sport 2.0 PX Action SUV - Km 53R...","OTR cash : 219 Jt nego OTR khusus credit : 205 Jt (*min tenor 3 & 4 thn) * Plat D ...","Rp 205.000.000"
"","","","","","","",""
"","","","","","","",""
"Mitsubishi Pajero Sport","150 - 155K KM","Automatic","Jawa Barat","Dealer","2012 Mitsubishi Pajero Sport 2.5 Dakar 4x2 SUV - AT","OTR cash : 229 jt nego OTR khusus kredit : 216 jt (*min tenor 3 & 4 thn) * Plat B ...","Rp 216.000.000"
"Toyota Yaris","200 - 205K KM","Automatic","Jawa Barat","Dealer","2012 Toyota Yaris 1.5 E Hatchback - AT PUTIH","OTR cash : 116 jt nego OTR khusus kredit : 106 jt (*min tenor 3 & 4 thn) * Plat B ...","Rp 106.000.000"
"Lexus RX 270","140 - 145K KM","Automatic","Jawa Barat","Dealer","2013 Lexus RX 270 2.7 SUV - AT BLACK","OTR cash : 239 Jt nego OTR khusus credit : 225 Jt (*min tenor 3 & 4 thn) * Plat D ...","Rp 225.000.000"
"Toyota Yaris","5 - 10K KM","Manual","Jawa Barat","Dealer","2019 Toyota Yaris 1.5 TRD Sportivo Hatchback - MT Km 9RB Y...","OTR cash : 189 Jt nego OTR khusus credit : 175 Jt (*min tenor 3 & 4 thn) * Plat D ...","Rp 177.000.000"
"Mazda Biante","110 - 115K KM","Automatic","Jawa Barat","Dealer","2014 Mazda Biante 2.0 SKYACTIV-G MPV - BLACK","OTR cash : 156 jt nego OTR khusus kredit : 143 jt (*min tenor 3 & 4 thn) * Plat D ...","Rp 143.000.000"
"Toyota Voxy","60 - 65K KM","Automatic","DKI Jakarta","Sales Agent","2022 Toyota Voxy 2.0 MPV","2022 Toyota VOXY 2.0 Cash & kredit - Automatic - km 68.330 - an perorangan - garansi ...","Rp 370.000.000"
"Nissan Elgrand","60 - 65K KM","Automatic","Jawa Barat","Dealer","2014 Nissan Elgrand 2.5 Highway Star Leather MPV - BLACK  ...","OTR cash : 253 Jt nego OTR khusus credit : 235 Jt (*min tenor 3 & 4 thn) * Plat D ...","Rp 235.000.000"
"Toyota Fortuner","120 - 125K KM","Automatic","Jawa Timur","Dealer","2011 Toyota Fortuner 2.5 G SUV","📌 DIJUAL CEPAT! MOBIL SIAP PAKAI, HARGA MURAH! 🔥 HARGA TERTERA ADALAH HARGA PAKET KREDIT ...","Rp 205.000.000"
"","20 - 25K KM","Automatic","Jawa Timur","Dealer","2025 Honda WR-V 1.5 RS Honda Sensing SUV - RS Sensing","📌 DIJUAL CEPAT! MOBIL SIAP PAKAI, HARGA MURAH! 🔥 HARGA TERTERA ADALAH HARGA PAKET KREDIT ...","Rp 252.000.000"
"Nissan Elgrand","95 - 100K KM","Automatic","Jawa Barat","Dealer","2014 Nissan Elgrand 2.5 Highway Star Leather MPV - FACELIF...","OTR cash : 265 jt nego OTR khusus kredit : 245 jt (*min tenor 3 & 4 thn) * Plat D ...",""
"Honda CR-V","65 - 70K KM","Automatic","Jawa Barat","Dealer","2019 Honda CR-V 1.5 Turbo Prestige SUV - Km RENDAH GREY   ...","OTR cash : 353 Jt nego OTR khusus credit : 336 Jt (*min tenor 3 & 4 thn) * Plat D ...","Rp 336.000.000"
"Mercedes-Benz C200","80 - 85K KM","Automatic","Jawa Barat","Dealer","2014 Mercedes-Benz C200 2.0 Avantgarde CBU Sedan - Km REND...","OTR cash : 308 Jt nego OTR khusus credit : 289 Jt (*min tenor 3 & 4 thn) * Plat D ...","Rp 289.000.000"
"Honda Odyssey","125 - 130K KM","Automatic","Jawa Barat","Dealer","2017 Honda Odyssey 2.4 Prestige MPV - PUTIH","OTR cash : 278 Jt nego OTR khusus credit : 258 Jt (*min tenor 3 & 4 thn) * Plat D ...",""
"Toyota Vellfire","115 - 120K KM","Automatic","Jawa Barat","Dealer","2017 Toyota Vellfire 2.5 G MPV - BLACK","OTR cash : 539 Jt nego OTR khusus credit : 499 Jt (*min tenor 3 & 4 thn) * Plat B ...",""
"Mitsubishi Pajero Sport","120 - 125K KM","Automatic","Jawa Barat","Dealer","2014 Mitsubishi Pajero Sport 2.5 Dakar 4X2 SUV - AT BLACK ...","OTR cash : 279 Jt nego OTR khusus credit : 263 Jt (*min tenor 4 & 5 thn) * Plat D ...",""
"","50 - 55K KM","Automatic","Jawa Barat","Dealer","2022 KIA Grand Carnival 2.2 Premiere 11 Seater MPV","OTR cash : 559 jt nego OTR khusus kredit : 529 jt (*min tenor 3 & 4 thn) * Plat D ...",""
"Mazda CX-3","90 - 95K KM","Automatic","DKI Jakarta","Dealer","2017 Mazda CX-3 2.0 Touring SUV","AVAILABLE ✅ Mazda CX-3 2.0 Touring 2017 Matic BELI MOBIL BEKAS BEBAS KHAWATIR Di ...","Rp 178.000.000"
